"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
2,E,1.661009e+000,3.431649e+001,4.170000e+002,2.130000e+002,57,2.931741e-001,3.292902e+002,8.699205e+001,1.627566e+001,5.792748e-001,9.603880e+001,3.736842e+000,3.355891e+000,5.261781e-001
2,F,1.777571e+000,3.431649e+001,3.820000e+002,2.350000e+002,61,2.867659e-001,3.408977e+002,7.950098e+001,1.595353e+001,5.531467e-001,8.370789e+001,3.852459e+000,3.191755e+000,4.679460e-001
2,G,1.777571e+000,3.431649e+001,3.000000e+002,1.720000e+002,61,2.913906e-001,3.268916e+002,6.239460e+001,1.463242e+001,4.338729e-001,6.655745e+001,2.819672e+000,3.447196e+000,4.432026e-001
3,B,9.033559e-001,3.431649e+001,3.640000e+002,9.100000e+001,31,3.259170e-001,3.345149e+002,5.630895e+001,1.169655e+001,4.266778e-001,6.576498e+001,2.935484e+000,3.194830e+000,4.444674e-001
3,C,1.194761e+000,3.431649e+001,2.570000e+002,1.700000e+002,41,3.343609e-001,3.343941e+002,6.954221e+001,1.637339e+001,6.177792e-001,7.723867e+001,4.146341e+000,2.848521e+000,5.014500e-001
3,D,1.748431e+000,3.431649e+001,2.280000e+002,2.900000e+002,60,3.710026e-001,3.351511e+002,7.831411e+001,1.899667e+001,7.285175e-001,9.298822e+001,4.833333e+000,2.935035e+000,5.083288e-001
3,E,1.486166e+000,3.431649e+001,2.420000e+002,2.290000e+002,51,3.399358e-001,3.524759e+002,7.707424e+001,1.668704e+001,6.401470e-001,9.008998e+001,4.490196e+000,3.047582e+000,4.859208e-001
3,F,1.690150e+000,3.431649e+001,2.450000e+002,2.400000e+002,58,3.714973e-001,3.182734e+002,7.465231e+001,1.980334e+001,6.882815e-001,8.322666e+001,4.137931e+000,2.936310e+000,5.015952e-001
3,G,2.127257e+000,3.431649e+001,3.350000e+002,3.240000e+002,73,3.578814e-001,3.251860e+002,1.004818e+002,2.794031e+001,7.173297e-001,1.178974e+002,4.438356e+000,2.852294e+000,5.183886e-001
4,B,1.282183e+000,3.431649e+001,3.650000e+002,1.730000e+002,44,3.230438e-001,3.218255e+002,6.952021e+001,1.287158e+001,6.134644e-001,8.142161e+001,3.931818e+000,3.157818e+000,4.768768e-001
