"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"
8,C,1.129291e+002,1.369000e+001,1.810000e+003,9.271000e+003,1546,2.408515e-001,3.364093e+002,1.320028e+002,3.178401e+001,9.344859e-001,1.559799e+002,5.996766e+000,1.473938e+000,7.470192e-001
8,D,1.105917e+002,1.369000e+001,1.769000e+003,8.952000e+003,1514,2.461425e-001,3.309716e+002,1.344541e+002,3.335274e+001,9.393353e-001,1.591628e+002,5.912814e+000,1.476087e+000,7.475060e-001
9,B,1.113221e+002,1.369000e+001,1.839000e+003,9.359000e+003,1524,2.569142e-001,3.288595e+002,1.358127e+002,3.489666e+001,9.786400e-001,1.608999e+002,6.141076e+000,1.466646e+000,7.489510e-001
9,C,1.165084e+002,1.369000e+001,1.848000e+003,9.683000e+003,1595,2.609506e-001,3.322670e+002,1.351040e+002,3.525363e+001,9.628750e-001,1.610548e+002,6.070846e+000,1.473814e+000,7.483651e-001
9,D,1.174580e+002,1.369000e+001,1.830000e+003,9.520000e+003,1608,2.504768e-001,3.366156e+002,1.361072e+002,3.507876e+001,9.304771e-001,1.620933e+002,5.920398e+000,1.455115e+000,7.533898e-001
10,B,9.926954e+001,1.369000e+001,1.596000e+003,8.204000e+003,1359,2.650892e-001,3.320758e+002,1.373434e+002,3.652857e+001,9.556458e-001,1.641855e+002,6.036792e+000,1.444813e+000,7.593506e-001
10,C,1.016801e+002,1.369000e+001,1.691000e+003,8.655000e+003,1392,2.716059e-001,3.208343e+002,1.393365e+002,3.748657e+001,1.017290e+000,1.654209e+002,6.217672e+000,1.442291e+000,7.517132e-001
10,D,1.048941e+002,1.369000e+001,1.733000e+003,8.848000e+003,1436,2.661986e-001,3.207323e+002,1.396779e+002,3.810129e+001,1.010561e+000,1.662091e+002,6.161560e+000,1.449159e+000,7.553953e-001
11,B,9.919649e+001,1.369000e+001,1.600000e+003,8.181000e+003,1358,2.766404e-001,3.230117e+002,1.397052e+002,3.949265e+001,9.787151e-001,1.677125e+002,6.024300e+000,1.439797e+000,7.596822e-001
11,C,1.019722e+002,1.369000e+001,1.658000e+003,8.216000e+003,1396,2.753667e-001,3.203359e+002,1.381511e+002,3.926820e+001,9.681215e-001,1.657309e+002,5.885387e+000,1.399544e+000,7.663211e-001
11,D,8.714390e+001,1.369000e+001,1.412000e+003,7.169000e+003,1193,2.832288e-001,3.093089e+002,1.440685e+002,4.233210e+001,1.021966e+000,1.726350e+002,6.009220e+000,1.420119e+000,7.624139e-001





4
Timespan (h):, 40.0117
2,B,2.352082e+001,1.369000e+001,6.970000e+002,1.405000e+003,322,1.954494e-001,2.974355e+002,1.241276e+002,2.504294e+001,7.654776e-001,1.451044e+002,4.363354e+000,1.406423e+000,7.272274e-001
2,C,3.330898e+001,1.369000e+001,8.900000e+002,1.980000e+003,456,1.898061e-001,2.921854e+002,1.259186e+002,2.441084e+001,7.739700e-001,1.462090e+002,4.342105e+000,1.394447e+000,7.138973e-001
2,D,2.600438e+001,1.369000e+001,7.670000e+002,1.579000e+003,356,1.864613e-001,3.030090e+002,1.238552e+002,2.332059e+001,7.535839e-001,1.439126e+002,4.435393e+000,1.396052e+000,7.220251e-001
3,B,4.835646e+001,1.369000e+001,8.200000e+002,2.503000e+003,662,2.016015e-001,2.394300e+002,1.233214e+002,2.977376e+001,8.188306e-001,1.454257e+002,3.780967e+000,1.365600e+000,7.692588e-001
3,C,4.821037e+001,1.369000e+001,1.109000e+003,2.574000e+003,660,2.016608e-001,2.504348e+002,1.239682e+002,2.774719e+001,8.155112e-001,1.461037e+002,3.900000e+000,1.381604e+000,7.565106e-001
