"","Date","Row","Well","CellLine","Cell.Nucleus","Time","drug","conc","rep","l2","nl2"
"37","20150227","B","B08","A375",148,0,"plx",8,19,7.20945336562895,0
"97","20150227","B","B08","A375",235,25.9614,"plx",8,19,7.876516946565,0.667063580936049
"157","20150227","B","B08","A375",303,40.2572,"plx",8,19,8.24317398347295,1.033720617844
"217","20150227","B","B08","A375",642,70.355,"plx",8,19,9.3264294871223,2.11697612149335
"277","20150227","B","B08","A375",1027,96.0494,"plx",8,19,10.0042204663182,2.79476710068924
"337","20150227","B","B08","A375",1164,120.4186,"plx",8,19,10.1848753429083,2.97542197727933
"397","20150227","B","B08","A375",1421,142.0008,"plx",8,19,10.4726908392428,3.26323747361383
"38","20150227","C","C08","A375",173,0,"plx",8,20,7.43462822763672,0
"98","20150227","C","C08","A375",312,25.9614,"plx",8,20,8.28540221886225,0.850773991225524
"158","20150227","C","C08","A375",385,40.2572,"plx",8,20,8.58871463558226,1.15408640794554
"218","20150227","C","C08","A375",733,70.355,"plx",8,20,9.51766938813381,2.08304116049709
"278","20150227","C","C08","A375",981,96.0494,"plx",8,20,9.93810932621924,2.50348109858251
"338","20150227","C","C08","A375",1239,120.4186,"plx",8,20,10.2749604721406,2.84033224450388
"398","20150227","C","C08","A375",1596,142.0008,"plx",8,20,10.6402449362223,3.20561670858562
"39","20150227","D","D08","A375",255,0,"plx",8,21,7.99435343685886,0
"99","20150227","D","D08","A375",361,25.9614,"plx",8,21,8.49585502688717,0.501501590028313
"159","20150227","D","D08","A375",376,40.2572,"plx",8,21,8.55458885167764,0.56023541481878
"219","20150227","D","D08","A375",888,70.355,"plx",8,21,9.79441586635011,1.80006242949125
"279","20150227","D","D08","A375",1338,96.0494,"plx",8,21,10.3858624006415,2.3915089637826
"339","20150227","D","D08","A375",1769,120.4186,"plx",8,21,10.7887183326905,2.7943648958316
"399","20150227","D","D08","A375",2079,142.0008,"plx",8,21,11.0216740428584,3.02732060599951
"43","20150227","B","B09","A375",192,0,"plx",8,22,7.58496250072116,0
"103","20150227","B","B09","A375",282,25.9614,"plx",8,22,8.13955135239879,0.554588851677638
"163","20150227","B","B09","A375",369,40.2572,"plx",8,22,8.5274770060604,0.94251450533924
"223","20150227","B","B09","A375",667,70.355,"plx",8,22,9.38154295118458,1.79658045046343
"283","20150227","B","B09","A375",894,96.0494,"plx",8,22,9.80413102118332,2.21916852046216
"343","20150227","B","B09","A375",1113,120.4186,"plx",8,22,10.120237877342,2.5352753766208
"403","20150227","B","B09","A375",1295,142.0008,"plx",8,22,10.3387363825739,2.75377388185276
"44","20150227","C","C09","A375",155,0,"plx",8,23,7.27612440527424,0
"104","20150227","C","C09","A375",319,25.9614,"plx",8,23,8.31741261376487,1.04128820849063
"164","20150227","C","C09","A375",372,40.2572,"plx",8,23,8.53915881110803,1.26303440583379
"224","20150227","C","C09","A375",713,70.355,"plx",8,23,9.47775826644389,2.20163386116965
"284","20150227","C","C09","A375",1054,96.0494,"plx",8,23,10.0416591516372,2.76553474636298
"344","20150227","C","C09","A375",1374,120.4186,"plx",8,23,10.4241662888181,3.14804188354386
"404","20150227","C","C09","A375",1595,142.0008,"plx",8,23,10.6393407086522,3.36321630337799
"45","20150227","D","D09","A375",224,0,"plx",8,24,7.8073549220576,0
"105","20150227","D","D09","A375",321,25.9614,"plx",8,24,8.3264294871223,0.519074565064699
"165","20150227","D","D09","A375",425,40.2572,"plx",8,24,8.73131903102506,0.923964108967461
"225","20150227","D","D09","A375",791,70.355,"plx",8,24,9.62753388447279,1.82017896241519
"285","20150227","D","D09","A375",1190,96.0494,"plx",8,24,10.2167458581953,2.4093909361377
"345","20150227","D","D09","A375",1589,120.4186,"plx",8,24,10.6339034093485,2.82654848729092
"405","20150227","D","D09","A375",1748,142.0008,"plx",8,24,10.7714894695006,2.964134547443
"49","20150227","B","B10","A375",100,0,"plx",8,25,6.64385618977472,0
"109","20150227","B","B10","A375",178,25.9614,"plx",8,25,7.4757334309664,0.831877241191673
"169","20150227","B","B10","A375",211,40.2572,"plx",8,25,7.72109918870718,1.07724299893246
