"","Row","Cell.Nucleus","Time","Well","l2","CellLine","drug","cond","conc","rep","nl2"
"1","B",4143,0,"B02",12.0164601049792,"SKMEL5","plx","dmso-pt",0,1,0
"2","B",4855,3.3861,"B02",12.2452555803066,"SKMEL5","plx","dmso-pt",0,1,0.228795475327347
"3","B",5320,6.2044,"B02",12.3772105303886,"SKMEL5","plx","dmso-pt",0,1,0.360750425409345
"4","B",8138,22.5522,"B02",12.9904585650737,"SKMEL5","plx","dmso-pt",0,1,0.973998460094503
"5","B",9954,30.5219,"B02",13.281060671677,"SKMEL5","plx","dmso-pt",0,1,1.26460056669781
"6","B",11027,36.0103,"B02",13.428752724983,"SKMEL5","plx","dmso-pt",0,1,1.41229262000383
"7","B",13960,47.4228,"B02",13.769011321097,"SKMEL5","plx","dmso-pt",0,1,1.75255121611781
"8","B",14183,50.1033,"B02",13.7918751044647,"SKMEL5","plx","dmso-pt",0,1,1.77541499948549
"9","B",16342,55.0403,"B02",13.9962969366874,"SKMEL5","plx","dmso-pt",0,1,1.97983683170817
"10","B",22723,71.0417,"B02",14.4718656985207,"SKMEL5","plx","dmso-pt",0,1,2.45540559354148
"11","B",24911,78.7686,"B02",14.604495316266,"SKMEL5","plx","dmso-pt",0,1,2.58803521128683
"12","B",29994,99.7039,"B02",14.8723863124047,"SKMEL5","plx","dmso-pt",0,1,2.85592620742547
"16","C",4126,0,"C02",12.0105281058865,"SKMEL5","plx","dmso-pt",0,2,0
"17","C",4301,3.3861,"C02",12.0704564159446,"SKMEL5","plx","dmso-pt",0,2,0.0599283100581651
"18","C",4801,6.2044,"C02",12.2291192206586,"SKMEL5","plx","dmso-pt",0,2,0.21859111477211
"19","C",7407,22.5522,"C02",12.8546736218639,"SKMEL5","plx","dmso-pt",0,2,0.844145515977454
"20","C",8849,30.5219,"C02",13.1112987142583,"SKMEL5","plx","dmso-pt",0,2,1.10077060837178
"21","C",10694,36.0103,"C02",13.3845139613986,"SKMEL5","plx","dmso-pt",0,2,1.37398585551213
"22","C",12780,47.4228,"C02",13.6416002158344,"SKMEL5","plx","dmso-pt",0,2,1.63107210994787
"23","C",14127,50.1033,"C02",13.7861675080207,"SKMEL5","plx","dmso-pt",0,2,1.7756394021342
"24","C",15729,55.0403,"C02",13.9411393312375,"SKMEL5","plx","dmso-pt",0,2,1.93061122535103
"25","C",20658,71.0417,"C02",14.3344129662911,"SKMEL5","plx","dmso-pt",0,2,2.32388486040459
"26","C",22519,78.7686,"C02",14.4588551427103,"SKMEL5","plx","dmso-pt",0,2,2.44832703682386
"27","C",29492,99.7039,"C02",14.8480360416318,"SKMEL5","plx","dmso-pt",0,2,2.83750793574533
"31","D",4314,0,"D02",12.0748104611605,"SKMEL5","plx","dmso-pt",0,3,0
"32","D",4827,3.3861,"D02",12.2369111114446,"SKMEL5","plx","dmso-pt",0,3,0.162100650284149
"33","D",5012,6.2044,"D02",12.2911706993219,"SKMEL5","plx","dmso-pt",0,3,0.216360238161407
"34","D",7786,22.5522,"D02",12.9266666293473,"SKMEL5","plx","dmso-pt",0,3,0.85185616818683
"35","D",9508,30.5219,"D02",13.2149261879424,"SKMEL5","plx","dmso-pt",0,3,1.14011572678198
"36","D",10889,36.0103,"D02",13.4105838486378,"SKMEL5","plx","dmso-pt",0,3,1.33577338747739
"37","D",13497,47.4228,"D02",13.7203511523002,"SKMEL5","plx","dmso-pt",0,3,1.64554069113975
"38","D",14054,50.1033,"D02",13.7786931832238,"SKMEL5","plx","dmso-pt",0,3,1.70388272206339
"39","D",16106,55.0403,"D02",13.9753106180567,"SKMEL5","plx","dmso-pt",0,3,1.90050015689628
"40","D",21009,71.0417,"D02",14.358719872861,"SKMEL5","plx","dmso-pt",0,3,2.2839094117005
"41","D",24183,78.7686,"D02",14.5617056074555,"SKMEL5","plx","dmso-pt",0,3,2.48689514629502
"42","D",30281,99.7039,"D02",14.886125229233,"SKMEL5","plx","dmso-pt",0,3,2.81131476807258
"46","B",5210,0,"B03",12.3470676571659,"SKMEL5","plx","dmso-pt",0.125,1,0
"47","B",5743,3.3861,"B03",12.487588846386,"SKMEL5","plx","dmso-pt",0.125,1,0.140521189220159
"48","B",6382,6.2044,"B03",12.6397928932793,"SKMEL5","plx","dmso-pt",0.125,1,0.292725236113441
"49","B",9516,22.5522,"B03",13.2161395564251,"SKMEL5","plx","dmso-pt",0.125,1,0.869071899259264
"50","B",12155,30.5219,"B03",13.5692622729161,"SKMEL5","plx","dmso-pt",0.125,1,1.22219461575022
"51","B",13733,36.0103,"B03",13.7453591989419,"SKMEL5","plx","dmso-pt",0.125,1,1.39829154177602
"52","B",17182,47.4228,"B03",14.0686103567793,"SKMEL5","plx","dmso-pt",0.125,1,1.7215426996134
"53","B",16981,50.1033,"B03",14.0516338003109,"SKMEL5","plx","dmso-pt",0.125,1,1.70456614314499
"54","B",17521,55.0403,"B03",14.0967974977459,"SKMEL5","plx","dmso-pt",0.125,1,1.74972984058006
"55","B",25447,71.0417,"B03",14.6352079635425,"SKMEL5","plx","dmso-pt",0.125,1,2.28814030637665
"56","B",27019,78.7686,"B03",14.7216866596261,"SKMEL5","plx","dmso-pt",0.125,1,2.37461900246026
"57","B",34015,99.7039,"B03",15.0538834686593,"SKMEL5","plx","dmso-pt",0.125,1,2.70681581149343
"61","C",4839,0,"C03",12.2404932238768,"SKMEL5","plx","dmso-pt",0.125,2,0
"62","C",5364,3.3861,"C03",12.3890935219045,"SKMEL5","plx","dmso-pt",0.125,2,0.148600298027675
"63","C",5910,6.2044,"C03",12.5289424150649,"SKMEL5","plx","dmso-pt",0.125,2,0.288449191188096
"64","C",8642,22.5522,"C03",13.0771495155897,"SKMEL5","plx","dmso-pt",0.125,2,0.836656291712934
"65","C",11467,30.5219,"C03",13.4852003819554,"SKMEL5","plx","dmso-pt",0.125,2,1.24470715807863
"66","C",12144,36.0103,"C03",13.5679560754155,"SKMEL5","plx","dmso-pt",0.125,2,1.32746285153867
"67","C",15969,47.4228,"C03",13.9629863516466,"SKMEL5","plx","dmso-pt",0.125,2,1.72249312776984
"68","C",16334,50.1033,"C03",13.9955905123663,"SKMEL5","plx","dmso-pt",0.125,2,1.7550972884895
"69","C",18095,55.0403,"C03",14.1433034872599,"SKMEL5","plx","dmso-pt",0.125,2,1.9028102633831
"70","C",22494,71.0417,"C03",14.4572526110092,"SKMEL5","plx","dmso-pt",0.125,2,2.21675938713245
"71","C",26663,78.7686,"C03",14.7025514946209,"SKMEL5","plx","dmso-pt",0.125,2,2.46205827074415
"72","C",32074,99.7039,"C03",14.9691166653623,"SKMEL5","plx","dmso-pt",0.125,2,2.72862344148548
"76","D",4813,0,"D03",12.2327207079649,"SKMEL5","plx","dmso-pt",0.125,3,0
"77","D",5066,3.3861,"D03",12.3066313617125,"SKMEL5","plx","dmso-pt",0.125,3,0.0739106537476282
"78","D",5675,6.2044,"D03",12.4704046770656,"SKMEL5","plx","dmso-pt",0.125,3,0.237683969100766
"79","D",8802,22.5522,"D03",13.1036156563945,"SKMEL5","plx","dmso-pt",0.125,3,0.870894948429672
"80","D",10897,30.5219,"D03",13.4116433878691,"SKMEL5","plx","dmso-pt",0.125,3,1.17892267990421
"81","D",12372,36.0103,"D03",13.5947911180893,"SKMEL5","plx","dmso-pt",0.125,3,1.36207041012439
"82","D",15389,47.4228,"D03",13.9096118658021,"SKMEL5","plx","dmso-pt",0.125,3,1.67689115783718
"83","D",15707,50.1033,"D03",13.9391200351387,"SKMEL5","plx","dmso-pt",0.125,3,1.70639932717382
"84","D",17392,55.0403,"D03",14.0861362250273,"SKMEL5","plx","dmso-pt",0.125,3,1.85341551706244
"85","D",22751,71.0417,"D03",14.4736423386337,"SKMEL5","plx","dmso-pt",0.125,3,2.24092163066884
"86","D",25896,78.7686,"D03",14.6604416502092,"SKMEL5","plx","dmso-pt",0.125,3,2.4277209422443
"87","D",32177,99.7039,"D03",14.9737422032218,"SKMEL5","plx","dmso-pt",0.125,3,2.74102149525689
"91","B",4804,0,"B04",12.2300204357056,"SKMEL5","plx","dmso-pt",0.25,1,0
"92","B",5363,3.3861,"B04",12.3888245380236,"SKMEL5","plx","dmso-pt",0.25,1,0.158804102317966
"93","B",5639,6.2044,"B04",12.4612236276134,"SKMEL5","plx","dmso-pt",0.25,1,0.231203191907737
"94","B",8800,22.5522,"B04",13.103287808412,"SKMEL5","plx","dmso-pt",0.25,1,0.873267372706387
"95","B",10316,30.5219,"B04",13.3325960577892,"SKMEL5","plx","dmso-pt",0.25,1,1.10257562208358
"96","B",11654,36.0103,"B04",13.5085375953473,"SKMEL5","plx","dmso-pt",0.25,1,1.27851715964169
"97","B",14014,47.4228,"B04",13.7745811808936,"SKMEL5","plx","dmso-pt",0.25,1,1.54456074518796
"98","B",14827,50.1033,"B04",13.8559391012158,"SKMEL5","plx","dmso-pt",0.25,1,1.62591866551015
"99","B",14018,55.0403,"B04",13.7749929089332,"SKMEL5","plx","dmso-pt",0.25,1,1.54497247322754
"100","B",20422,71.0417,"B04",14.3178365410046,"SKMEL5","plx","dmso-pt",0.25,1,2.08781610529894
"101","B",21936,78.7686,"B04",14.4210128557792,"SKMEL5","plx","dmso-pt",0.25,1,2.19099242007359
"102","B",28373,99.7039,"B04",14.7922310806129,"SKMEL5","plx","dmso-pt",0.25,1,2.5622106449073
"106","C",5401,0,"C04",12.399010832952,"SKMEL5","plx","dmso-pt",0.25,2,0
"107","C",6022,3.3861,"C04",12.5560269927247,"SKMEL5","plx","dmso-pt",0.25,2,0.157016159772686
"108","C",6511,6.2044,"C04",12.6686634231753,"SKMEL5","plx","dmso-pt",0.25,2,0.269652590223306
"109","C",9689,22.5522,"C04",13.2421320576824,"SKMEL5","plx","dmso-pt",0.25,2,0.843121224730382
"110","C",12373,30.5219,"C04",13.5949077230633,"SKMEL5","plx","dmso-pt",0.25,2,1.19589689011134
"111","C",13773,36.0103,"C04",13.7495552174335,"SKMEL5","plx","dmso-pt",0.25,2,1.35054438448153
"112","C",17065,47.4228,"C04",14.0587527939862,"SKMEL5","plx","dmso-pt",0.25,2,1.65974196103424
"113","C",16975,50.1033,"C04",14.0511239540195,"SKMEL5","plx","dmso-pt",0.25,2,1.65211312106747
"114","C",18466,55.0403,"C04",14.1725837713091,"SKMEL5","plx","dmso-pt",0.25,2,1.77357293835716
"115","C",24245,71.0417,"C04",14.5653996332837,"SKMEL5","plx","dmso-pt",0.25,2,2.1663888003317
"116","C",26671,78.7686,"C04",14.7029842977264,"SKMEL5","plx","dmso-pt",0.25,2,2.30397346477443
"117","C",33053,99.7039,"C04",15.0124936010162,"SKMEL5","plx","dmso-pt",0.25,2,2.61348276806419
"121","D",4825,0,"D04",12.2363132270428,"SKMEL5","plx","dmso-pt",0.25,3,0
"122","D",5270,3.3861,"D04",12.3635872465246,"SKMEL5","plx","dmso-pt",0.25,3,0.127274019481773
"123","D",5612,6.2044,"D04",12.4542992936199,"SKMEL5","plx","dmso-pt",0.25,3,0.217986066577094
"124","D",8680,22.5522,"D04",13.0834793273318,"SKMEL5","plx","dmso-pt",0.25,3,0.847166100289037
"125","D",10263,30.5219,"D04",13.3251648894891,"SKMEL5","plx","dmso-pt",0.25,3,1.08885166244625
"126","D",12058,36.0103,"D04",13.5577030140378,"SKMEL5","plx","dmso-pt",0.25,3,1.32138978699496
"127","D",14371,47.4228,"D04",13.8108728341662,"SKMEL5","plx","dmso-pt",0.25,3,1.5745596071234
"128","D",14527,50.1033,"D04",13.8264491794237,"SKMEL5","plx","dmso-pt",0.25,3,1.59013595238086
"129","D",15681,55.0403,"D04",13.936729944681,"SKMEL5","plx","dmso-pt",0.25,3,1.70041671763824
"130","D",19177,71.0417,"D04",14.2270894260972,"SKMEL5","plx","dmso-pt",0.25,3,1.99077619905444
"131","D",22853,78.7686,"D04",14.4800959453154,"SKMEL5","plx","dmso-pt",0.25,3,2.24378271827262
"132","D",27249,99.7039,"D04",14.7339156655303,"SKMEL5","plx","dmso-pt",0.25,3,2.49760243848747
"136","B",5293,0,"B05",12.3698699386349,"SKMEL5","plx","dmso-pt",0.5,1,0
"137","B",5844,3.3861,"B05",12.5127404628035,"SKMEL5","plx","dmso-pt",0.5,1,0.142870524168622
"138","B",6079,6.2044,"B05",12.5696183034466,"SKMEL5","plx","dmso-pt",0.5,1,0.199748364811764
"139","B",9107,22.5522,"B05",13.1527601687754,"SKMEL5","plx","dmso-pt",0.5,1,0.782890230140524
"140","B",10912,30.5219,"B05",13.4136279290242,"SKMEL5","plx","dmso-pt",0.5,1,1.0437579903893
"141","B",11870,36.0103,"B05",13.5350323145293,"SKMEL5","plx","dmso-pt",0.5,1,1.16516237589439
"142","B",13795,47.4228,"B05",13.7518578362406,"SKMEL5","plx","dmso-pt",0.5,1,1.38198789760576
"143","B",13864,50.1033,"B05",13.7590559391602,"SKMEL5","plx","dmso-pt",0.5,1,1.38918600052529
"144","B",15122,55.0403,"B05",13.8843613391657,"SKMEL5","plx","dmso-pt",0.5,1,1.51449140053083
"145","B",18829,71.0417,"B05",14.2006687606301,"SKMEL5","plx","dmso-pt",0.5,1,1.8307988219952
"146","B",19997,78.7686,"B05",14.2874959590614,"SKMEL5","plx","dmso-pt",0.5,1,1.9176260204265
"147","B",24087,99.7039,"B05",14.5559670987946,"SKMEL5","plx","dmso-pt",0.5,1,2.18609716015971
"151","C",5602,0,"C05",12.4517262680745,"SKMEL5","plx","dmso-pt",0.5,2,0
"152","C",6265,3.3861,"C05",12.6130987942092,"SKMEL5","plx","dmso-pt",0.5,2,0.161372526134718
"153","C",6554,6.2044,"C05",12.6781599575428,"SKMEL5","plx","dmso-pt",0.5,2,0.226433689468255
"154","C",9546,22.5522,"C05",13.2206806210522,"SKMEL5","plx","dmso-pt",0.5,2,0.768954352977698
"155","C",11712,30.5219,"C05",13.515699838284,"SKMEL5","plx","dmso-pt",0.5,2,1.06397357020954
"156","C",13122,36.0103,"C05",13.6797000057692,"SKMEL5","plx","dmso-pt",0.5,2,1.22797373769474
"157","C",15128,47.4228,"C05",13.8849336479498,"SKMEL5","plx","dmso-pt",0.5,2,1.43320737987526
"158","C",14798,50.1033,"C05",13.8531145834403,"SKMEL5","plx","dmso-pt",0.5,2,1.40138831536578
"159","C",16168,55.0403,"C05",13.9808536063797,"SKMEL5","plx","dmso-pt",0.5,2,1.52912733830523
"160","C",19836,71.0417,"C05",14.2758335100135,"SKMEL5","plx","dmso-pt",0.5,2,1.82410724193896
"161","C",21045,78.7686,"C05",14.3611898892284,"SKMEL5","plx","dmso-pt",0.5,2,1.90946362115391
"162","C",25784,99.7039,"C05",14.6541884730595,"SKMEL5","plx","dmso-pt",0.5,2,2.20246220498504
"166","D",5257,0,"D05",12.3600240195719,"SKMEL5","plx","dmso-pt",0.5,3,0
"167","D",5728,3.3861,"D05",12.4838157772643,"SKMEL5","plx","dmso-pt",0.5,3,0.123791757692381
"168","D",6233,6.2044,"D05",12.6057109974109,"SKMEL5","plx","dmso-pt",0.5,3,0.245686977839009
"169","D",8990,22.5522,"D05",13.1341054004018,"SKMEL5","plx","dmso-pt",0.5,3,0.774081380829934
"170","D",10565,30.5219,"D05",13.3670051468223,"SKMEL5","plx","dmso-pt",0.5,3,1.00698112725043
"171","D",11477,36.0103,"D05",13.4864579613943,"SKMEL5","plx","dmso-pt",0.5,3,1.1264339418224
"172","D",13654,47.4228,"D05",13.7370360365402,"SKMEL5","plx","dmso-pt",0.5,3,1.37701201696835
"173","D",13677,50.1033,"D05",13.7394641945859,"SKMEL5","plx","dmso-pt",0.5,3,1.37944017501404
"174","D",15018,55.0403,"D05",13.8744050764095,"SKMEL5","plx","dmso-pt",0.5,3,1.51438105683761
"175","D",17757,71.0417,"D05",14.1161002421659,"SKMEL5","plx","dmso-pt",0.5,3,1.75607622259399
"176","D",19971,78.7686,"D05",14.2856189536393,"SKMEL5","plx","dmso-pt",0.5,3,1.92559493406745
"177","D",23689,99.7039,"D05",14.531929677938,"SKMEL5","plx","dmso-pt",0.5,3,2.17190565836614
"181","B",4799,0,"B06",12.2285180977162,"SKMEL5","plx","dmso-pt",1,1,0
"182","B",5194,3.3861,"B06",12.3426302986784,"SKMEL5","plx","dmso-pt",1,1,0.114112200962214
"183","B",5929,6.2044,"B06",12.5335730813898,"SKMEL5","plx","dmso-pt",1,1,0.305054983673609
"184","B",8196,22.5522,"B06",13.0007042690112,"SKMEL5","plx","dmso-pt",1,1,0.772186171295052
"185","B",9111,30.5219,"B06",13.1533936938886,"SKMEL5","plx","dmso-pt",1,1,0.924875596172422
"186","B",9915,36.0103,"B06",13.2753970571162,"SKMEL5","plx","dmso-pt",1,1,1.04687895940002
"187","B",11011,47.4228,"B06",13.4266578774733,"SKMEL5","plx","dmso-pt",1,1,1.1981397797571
"188","B",10535,50.1033,"B06",13.3629026937047,"SKMEL5","plx","dmso-pt",1,1,1.13438459598848
"189","B",11921,55.0403,"B06",13.5412176417361,"SKMEL5","plx","dmso-pt",1,1,1.31269954401995
"190","B",13916,71.0417,"B06",13.7644569636199,"SKMEL5","plx","dmso-pt",1,1,1.5359388659037
"191","B",15393,78.7686,"B06",13.9099868109126,"SKMEL5","plx","dmso-pt",1,1,1.68146871319638
"192","B",18384,99.7039,"B06",14.1661630826461,"SKMEL5","plx","dmso-pt",1,1,1.93764498492992
"196","C",4885,0,"C06",12.2541428468557,"SKMEL5","plx","dmso-pt",1,2,0
"197","C",5018,3.3861,"C06",12.2928967554092,"SKMEL5","plx","dmso-pt",1,2,0.0387539085534243
"198","C",5734,6.2044,"C06",12.4853261892405,"SKMEL5","plx","dmso-pt",1,2,0.231183342384776
"199","C",7884,22.5522,"C06",12.9447120610435,"SKMEL5","plx","dmso-pt",1,2,0.690569214187738
"200","C",8944,30.5219,"C06",13.1267044728432,"SKMEL5","plx","dmso-pt",1,2,0.872561625987442
"201","C",9248,36.0103,"C06",13.1749256825007,"SKMEL5","plx","dmso-pt",1,2,0.92078283564493
"202","C",10333,47.4228,"C06",13.3349715550275,"SKMEL5","plx","dmso-pt",1,2,1.08082870817171
"203","C",10365,50.1033,"C06",13.3394324959968,"SKMEL5","plx","dmso-pt",1,2,1.08528964914103
"204","C",11437,55.0403,"C06",13.4814210529319,"SKMEL5","plx","dmso-pt",1,2,1.22727820607613
"205","C",13216,71.0417,"C06",13.6899979714194,"SKMEL5","plx","dmso-pt",1,2,1.4358551245637
"206","C",14906,78.7686,"C06",13.8636055443214,"SKMEL5","plx","dmso-pt",1,2,1.6094626974657
"207","C",18041,99.7039,"C06",14.1389916879352,"SKMEL5","plx","dmso-pt",1,2,1.88484884107948
"211","D",5572,0,"D06",12.4439795426013,"SKMEL5","plx","dmso-pt",1,3,0
"212","D",5726,3.3861,"D06",12.4833119549994,"SKMEL5","plx","dmso-pt",1,3,0.0393324123980996
"213","D",6302,6.2044,"D06",12.6215940390175,"SKMEL5","plx","dmso-pt",1,3,0.177614496416286
"214","D",9077,22.5522,"D06",13.1479998420602,"SKMEL5","plx","dmso-pt",1,3,0.704020299458938
"215","D",10482,30.5219,"D06",13.3556263936379,"SKMEL5","plx","dmso-pt",1,3,0.911646851036663
"216","D",11269,36.0103,"D06",13.4600718773976,"SKMEL5","plx","dmso-pt",1,3,1.01609233479634
"217","D",12506,47.4228,"D06",13.6103328019111,"SKMEL5","plx","dmso-pt",1,3,1.16635325930988
"218","D",12175,50.1033,"D06",13.5716341518571,"SKMEL5","plx","dmso-pt",1,3,1.12765460925581
"219","D",13352,55.0403,"D06",13.7047682393626,"SKMEL5","plx","dmso-pt",1,3,1.26078869676135
"220","D",15779,71.0417,"D06",13.9457181564626,"SKMEL5","plx","dmso-pt",1,3,1.50173861386132
"221","D",16856,78.7686,"D06",14.0409745988173,"SKMEL5","plx","dmso-pt",1,3,1.59699505621605
"222","D",20252,99.7039,"D06",14.3057767689098,"SKMEL5","plx","dmso-pt",1,3,1.86179722630856
"226","B",5194,0,"B07",12.3426302986784,"SKMEL5","plx","dmso-pt",2,1,0
"227","B",5900,3.3861,"B07",12.5264992391366,"SKMEL5","plx","dmso-pt",2,1,0.183868940458158
"228","B",6284,6.2044,"B07",12.6174674652942,"SKMEL5","plx","dmso-pt",2,1,0.274837166615788
"229","B",8130,22.5522,"B07",12.9890396369624,"SKMEL5","plx","dmso-pt",2,1,0.646409338283982
"230","B",8852,30.5219,"B07",13.111787735801,"SKMEL5","plx","dmso-pt",2,1,0.769157437122603
"231","B",9203,36.0103,"B07",13.1678885131806,"SKMEL5","plx","dmso-pt",2,1,0.825258214502242
"232","B",9441,47.4228,"B07",13.2047239640196,"SKMEL5","plx","dmso-pt",2,1,0.862093665341172
"233","B",8934,50.1033,"B07",13.1250905393033,"SKMEL5","plx","dmso-pt",2,1,0.782460240624848
"234","B",9866,55.0403,"B07",13.2682495719945,"SKMEL5","plx","dmso-pt",2,1,0.925619273316084
"235","B",11731,71.0417,"B07",13.5180383795781,"SKMEL5","plx","dmso-pt",2,1,1.17540808089973
"236","B",12841,78.7686,"B07",13.6484699370614,"SKMEL5","plx","dmso-pt",2,1,1.30583963838298
"237","B",13617,99.7039,"B07",13.733121273659,"SKMEL5","plx","dmso-pt",2,1,1.39049097498064
"241","C",5329,0,"C07",12.37964911776,"SKMEL5","plx","dmso-pt",2,2,0
"242","C",5563,3.3861,"C07",12.4416473902536,"SKMEL5","plx","dmso-pt",2,2,0.061998272493577
"243","C",6130,6.2044,"C07",12.5816713585781,"SKMEL5","plx","dmso-pt",2,2,0.202022240818108
"244","C",8126,22.5522,"C07",12.9883296492311,"SKMEL5","plx","dmso-pt",2,2,0.608680531471053
"245","C",8662,30.5219,"C07",13.0804844570676,"SKMEL5","plx","dmso-pt",2,2,0.700835339307533
"246","C",9117,36.0103,"C07",13.1543434602435,"SKMEL5","plx","dmso-pt",2,2,0.774694342483416
"247","C",9448,47.4228,"C07",13.2057932493972,"SKMEL5","plx","dmso-pt",2,2,0.826144131637122
"248","C",9021,50.1033,"C07",13.1390716532952,"SKMEL5","plx","dmso-pt",2,2,0.759422535535125
"249","C",9922,55.0403,"C07",13.2764152418927,"SKMEL5","plx","dmso-pt",2,2,0.896766124132643
"250","C",11790,71.0417,"C07",13.5252760978671,"SKMEL5","plx","dmso-pt",2,2,1.14562698010709
"251","C",12681,78.7686,"C07",13.6303808977519,"SKMEL5","plx","dmso-pt",2,2,1.25073177999191
"252","C",14481,99.7039,"C07",13.8218736121658,"SKMEL5","plx","dmso-pt",2,2,1.44222449440572
"256","D",5647,0,"D07",12.4632689159813,"SKMEL5","plx","dmso-pt",2,3,0
"257","D",6133,3.3861,"D07",12.5823772356407,"SKMEL5","plx","dmso-pt",2,3,0.119108319659402
"258","D",6552,6.2044,"D07",12.677719641641,"SKMEL5","plx","dmso-pt",2,3,0.214450725659718
"259","D",8648,22.5522,"D07",13.0781508077346,"SKMEL5","plx","dmso-pt",2,3,0.61488189175336
"260","D",9289,30.5219,"D07",13.1813075774278,"SKMEL5","plx","dmso-pt",2,3,0.718038661446508
"261","D",9555,36.0103,"D07",13.2220401578648,"SKMEL5","plx","dmso-pt",2,3,0.75877124188353
"262","D",10094,47.4228,"D07",13.3012103712984,"SKMEL5","plx","dmso-pt",2,3,0.837941455317136
"263","D",9692,50.1033,"D07",13.2425786894513,"SKMEL5","plx","dmso-pt",2,3,0.779309773470056
"264","D",10021,55.0403,"D07",13.2907388624393,"SKMEL5","plx","dmso-pt",2,3,0.827469946458057
"265","D",12023,71.0417,"D07",13.5535093043092,"SKMEL5","plx","dmso-pt",2,3,1.09024038832791
"266","D",13169,78.7686,"D07",13.6848581769422,"SKMEL5","plx","dmso-pt",2,3,1.22158926096094
"267","D",15664,99.7039,"D07",13.9351650496037,"SKMEL5","plx","dmso-pt",2,3,1.4718961336224
"271","B",5526,0,"B08",12.4320198468125,"SKMEL5","plx","dmso-pt",4,1,0
"272","B",5912,3.3861,"B08",12.5294305541462,"SKMEL5","plx","dmso-pt",4,1,0.0974107073336583
"273","B",6313,6.2044,"B08",12.624110035763,"SKMEL5","plx","dmso-pt",4,1,0.192090188950496
"274","B",8084,22.5522,"B08",12.9808536063797,"SKMEL5","plx","dmso-pt",4,1,0.548833759567243
"275","B",8115,30.5219,"B08",12.9863753794353,"SKMEL5","plx","dmso-pt",4,1,0.554355532622841
"276","B",7959,36.0103,"B08",12.9583714609499,"SKMEL5","plx","dmso-pt",4,1,0.52635161413736
"277","B",8054,47.4228,"B08",12.9754897569458,"SKMEL5","plx","dmso-pt",4,1,0.543469910133261
"278","B",7142,50.1033,"B08",12.8021124185861,"SKMEL5","plx","dmso-pt",4,1,0.370092571773574
"279","B",8083,55.0403,"B08",12.9806751323224,"SKMEL5","plx","dmso-pt",4,1,0.548655285509875
"280","B",9460,71.0417,"B08",13.2076244682268,"SKMEL5","plx","dmso-pt",4,1,0.775604621414265
"281","B",10086,78.7686,"B08",13.3000665099573,"SKMEL5","plx","dmso-pt",4,1,0.868046663144831
"282","B",12288,99.7039,"B08",13.5849625007212,"SKMEL5","plx","dmso-pt",4,1,1.15294265390866
"286","C",5556,0,"C08",12.4398308839814,"SKMEL5","plx","dmso-pt",4,2,0
"287","C",6287,3.3861,"C08",12.6181560477785,"SKMEL5","plx","dmso-pt",4,2,0.178325163797068
"288","C",6447,6.2044,"C08",12.6544122681489,"SKMEL5","plx","dmso-pt",4,2,0.214581384167548
"289","C",8189,22.5522,"C08",12.9994715725327,"SKMEL5","plx","dmso-pt",4,2,0.559640688551292
"290","C",8011,30.5219,"C08",12.9677666277945,"SKMEL5","plx","dmso-pt",4,2,0.527935743813122
"291","C",8156,36.0103,"C08",12.9936460600166,"SKMEL5","plx","dmso-pt",4,2,0.553815176035204
"292","C",8013,47.4228,"C08",12.9681267613563,"SKMEL5","plx","dmso-pt",4,2,0.528295877374875
"293","C",7447,50.1033,"C08",12.8624436422123,"SKMEL5","plx","dmso-pt",4,2,0.422612758230903
"294","C",8696,55.0403,"C08",13.0861362250273,"SKMEL5","plx","dmso-pt",4,2,0.646305341045917
"295","C",10032,71.0417,"C08",13.292321632802,"SKMEL5","plx","dmso-pt",4,2,0.852490748820648
"296","C",10397,78.7686,"C08",13.3438796858499,"SKMEL5","plx","dmso-pt",4,2,0.904048801868484
"297","C",12487,99.7039,"C08",13.6081392908434,"SKMEL5","plx","dmso-pt",4,2,1.16830840686205
"301","D",4833,0,"D08",12.2387032794277,"SKMEL5","plx","dmso-pt",4,3,0
"302","D",5154,3.3861,"D08",12.3314768218596,"SKMEL5","plx","dmso-pt",4,3,0.0927735424318943
"303","D",5454,6.2044,"D08",12.4130989849153,"SKMEL5","plx","dmso-pt",4,3,0.174395705487539
"304","D",6733,22.5522,"D08",12.7170337494909,"SKMEL5","plx","dmso-pt",4,3,0.478330470063167
"305","D",6905,30.5219,"D08",12.7534256991454,"SKMEL5","plx","dmso-pt",4,3,0.514722419717689
"306","D",6896,36.0103,"D08",12.7515440590891,"SKMEL5","plx","dmso-pt",4,3,0.512840779661374
"307","D",6975,47.4228,"D08",12.7679775016039,"SKMEL5","plx","dmso-pt",4,3,0.529274222176188
"308","D",6397,50.1033,"D08",12.6431797679255,"SKMEL5","plx","dmso-pt",4,3,0.404476488497824
"309","D",7388,55.0403,"D08",12.8509681509824,"SKMEL5","plx","dmso-pt",4,3,0.612264871554714
"310","D",8348,71.0417,"D08",13.0272148851598,"SKMEL5","plx","dmso-pt",4,3,0.78851160573211
"311","D",8953,78.7686,"D08",13.1281554709392,"SKMEL5","plx","dmso-pt",4,3,0.889452191511516
"312","D",10406,99.7039,"D08",13.3451279919767,"SKMEL5","plx","dmso-pt",4,3,1.10642471254897
"316","B",5194,0,"B09",12.3426302986784,"SKMEL5","plx","dmso-pt",8,1,0
